"page_id","urlslug","ID","ALIGN","SEX","ALIVE","APPEARANCES","FIRST.APPEARANCE","comic","PHYSICAL"
16460,"\/wiki\/Bous3dra_(New_Earth)","","Bad Characters","Female Characters","Living Characters",1,"2006, October","DC Comics"," , "
683971,"\/Susan_Rice_(Earth-616)","Public Identity","Neutral Characters","Female Characters","Living Characters",5,"Apr-13","marvel"," , Dyed Hair"
179541,"\/wiki\/Winslow_Heath_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",4,"2010, September","DC","Green Eyes , Green Hair"
239750,"\/wiki\/Fear-Naught_(New_Earth)","Public Identity","Neutral Characters","Male Characters","Living Characters",NA,"2005, August","DC Comics","Black Eyes , "
7434,"\/Mehemet_Faoul_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",3,"Dec-82","MV","Brown Eyes , Black Hair"
591766,"\/Elaine_(FOOM)_(Earth-616)","Public Identity","Neutral Characters","Female Characters","Living Characters",1,"Mar-06","marvel","Brown Eyes , Blond Hair"
470926,"\/Mayer_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",2,"Dec-63","marvelcomics"," , "
236073,"\/Ruby_(Thug%27s_girlfriend)_(Earth-616)","","Good Characters","Female Characters","Living Characters",NA,"Feb-63","marvelcomics"," , "
511321,"\/Bill_(Security_Guard)_(Earth-616)","No Dual Identity","","Male Characters","Living Characters",4,"Dec-63","Marvel"," , Brown Hair"
664985,"\/Korda_(Earth-616)","","","","Living Characters",1,"Feb-10","marvl"," , "
404010,"\/wiki\/Dennis_Baintan_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",10,"1994, May","dc comics"," , Black Hair"
195416,"\/Ramrod_(Cyborg)_(Earth-616)","","Bad Characters","Male Characters","Living Characters",13,"Sep-73","Marvel Comics","Blue Eyes , Brown Hair"
16261,"\/Beetroot_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Deceased Characters",1,"Feb-93","Marvel Comics","Pink Eyes , No Hair"
4236,"\/wiki\/Mister_Gilchrist_(New_Earth)","Public Identity","","Male Characters","Living Characters",6,"1987, October","dc comics"," , White Hair"
171645,"\/Rebecca_Taylor_(Earth-616)","Public Identity","Good Characters","Female Characters","Deceased Characters",7,"Apr-94","Marvel"," , Red Hair"
22341,"\/wiki\/Terataya_(New_Earth)","Secret Identity","","Female Characters","Deceased Characters",5,"1968, June","DC"," , "
73637,"\/Johnny_Carson_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Living Characters",9,"Jul-67","Marvel"," , White Hair"
272452,"\/Morgana_Blessing_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",29,"Aug-81","marvel","Black Eyes , Brown Hair"
205883,"\/wiki\/Xylon_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",19,"2009, July","DC comics","Black Eyes , "
129010,"\/David_Gonzales_(Earth-616)","","Good Characters","Male Characters","Living Characters",1,"Sep-08","Marvel","Brown Eyes , White Hair"
16733,"\/wiki\/Matthew_Cable_(New_Earth)","Secret Identity","","Male Characters","Living Characters",74,"1972, November","dc comics"," , Black Hair"
244810,"\/Spore_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",6,"Feb-90","marvl","Red Eyes , No Hair"
244818,"\/Hungry_(Earth-616)","","Bad Characters","","Living Characters",3,"Dec-85","Marvel","Variable Eyes , Variable Hair"
85082,"\/Gawain_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",16,"Jul-92","marvel"," , Bald"
437879,"\/Mister_Ritton_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"Jan-40","marvelcomics"," , Black Hair"
2746,"\/wiki\/Abel_(New_Earth)","Secret Identity","Neutral Characters","Male Characters","Living Characters",41,"1969, July","DC Comics","Blue Eyes , Black Hair"
701584,"\/Hitman_(Hobgoblin)_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",3,"Jan-13","Marvel"," , Brown Hair"
115222,"\/wiki\/Khaji_Tal_(New_Earth)","","","Male Characters","Living Characters",2,"2009, March","DC comics"," , "
624575,"\/Doe_Eyes_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",3,"Apr-54","marvelcomics"," , Black Hair"
45172,"\/Roche_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",8,"Sep-88","MV"," , Grey Hair"
454798,"\/Paul_Revere_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",2,"Aug-41","Marvel"," , Brown Hair"
492578,"\/Wayfinder_(Microverse)_(Earth-616)","Public Identity","Good Characters","Male Characters","Deceased Characters",NA,"Jan-76","marvel"," , "
321460,"\/Montgomery_Burns_(Earth-616)","No Dual Identity","","Male Characters","Living Characters",21,"Jul-97","Marvel Comics"," , Bald"
558345,"\/Spinneret_(Earth-616)","Secret Identity","","","Living Characters",1,"Nov-95","MV","Black Eyes , Grey Hair"
52594,"\/Tomas_Dlurga_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",4,"Dec-01","marvel"," , Black Hair"
309646,"\/Louis_Belski_(Earth-616)","Public Identity","Bad Characters","Male Characters","Deceased Characters",3,"Jan-74","MV"," , Black Hair"
689383,"\/Jack_Ventura_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Deceased Characters",1,"May-86","marvelcomics"," , Blond Hair"
32384,"\/Tsu-Zana_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",48,"Nov-96","marvel","Blue Eyes , Blond Hair"
23971,"\/wiki\/Sydney_Happersen_(New_Earth)","Public Identity","","Male Characters","Deceased Characters",39,"1987, February","DC Comics"," , Black Hair"
15915,"\/wiki\/Mammitu_(New_Earth)","","","Female Characters","Living Characters",3,"2002, January","DC"," , "
50081,"\/wiki\/Hippolyta_Milton_(New_Earth)","Public Identity","Neutral Characters","Female Characters","Living Characters",11,"1994, March","DC","Purple Eyes , Purple Hair"
16660,"\/Wee_One_(Earth-616)","","Good Characters","Male Characters","Deceased Characters",1,"Feb-90","Marvel"," , White Hair"
295865,"\/Christopher_Summers_(War_Skrull)_(Earth-616)","","Bad Characters","Male Characters","Deceased Characters",3,"Apr-91","Marvel"," , "
5534,"\/Michael_Jeffries_(Earth-616)","Public Identity","Good Characters","Male Characters","Deceased Characters",19,"Oct-92","Marvel Comics"," , Brown Hair"
340336,"\/Roger_Juniper_(Earth-616)","","Good Characters","Male Characters","Deceased Characters",1,"Sep-97","Marvel Comics"," , Blond Hair"
211711,"\/wiki\/Mighty_Morris_(New_Earth)","Secret Identity","","Male Characters","Living Characters",1,"2010, December","DC comics"," , "
39544,"\/wiki\/Lor-Zod_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",49,"2006, December","DC","Brown Eyes , Brown Hair"
128549,"\/wiki\/Montgomery_Moran_(New_Earth)","","Bad Characters","Male Characters","Living Characters",3,"1958, September","DC Comics"," , White Hair"
2058,"\/X-51_(Earth-616)","Known to Authorities Identity","Good Characters","Male Characters","Living Characters",146,"Jul-77","marvl","Red Eyes , Black Hair"
558082,"\/Nicos_Pelletier_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"May-91","Marvel Comics"," , Bald"
135669,"\/Asti_(Earth-616)","","Bad Characters","","Living Characters",1,"May-66","MV"," , "
407698,"\/Jeb_Lee_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",12,"Dec-10","Marvel"," , "
252633,"\/wiki\/Quentin_Galloway_(New_Earth)","","Neutral Characters","Male Characters","Living Characters",3,"2003, December","DC"," , "
219102,"\/wiki\/Burkett_(New_Earth)","","Good Characters","Male Characters","Deceased Characters",1,"1983, August","DC"," , "
706354,"\/Mathias_Deeds_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",1,"","Marvel Comics"," , Brown Hair"
694577,"\/Finch_(Kate_Bishop%27s_neighbor)_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",NA,"","MV","Black Eyes , Bald"
32697,"\/Prometheus_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",8,"Aug-87","Marvel"," , Brown Hair"
14313,"\/wiki\/Thaddeus_Brown_(New_Earth)","","Good Characters","Male Characters","Deceased Characters",4,"1971, April","DC comics"," , "
254969,"\/Vorin_(Earth-616)","","Good Characters","Male Characters","Living Characters",4,"Jun-93","marvelcomics"," , Black Hair"
110521,"\/wiki\/Jasper_Dolan_(New_Earth)","Public Identity","Neutral Characters","Male Characters","Deceased Characters",1,"1997, September","dc comics","Blue Eyes , Grey Hair"
39362,"\/wiki\/James_Corrigan_(Earth-One)","Public Identity","Good Characters","Male Characters","Living Characters",6,"1972, May","DC Comics","Black Eyes , Black Hair"
485807,"\/Mrs._Cambell_(Earth-616)","No Dual Identity","Neutral Characters","Female Characters","Deceased Characters",1,"Jul-03","Marvel"," , Red Hair"
430272,"\/Patroclus_(Earth-616)","Public Identity","","Male Characters","Living Characters",4,"Nov-79","marvl"," , Blond Hair"
140653,"\/wiki\/Moe_and_Joe_Dubelz_(New_Earth)","","Bad Characters","Male Characters","Deceased Characters",4,"1993","DC comics"," , "
4901,"\/wiki\/Clifford_Steele_Doppelganger_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",8,"2001, December","dc comics","Photocellular Eyes , "
593205,"\/Ray_Coffin_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",7,"Mar-79","MV"," , "
389619,"\/Richard_Harper_(Earth-616)","","","Male Characters","Living Characters",9,"Oct-74","marvelcomics"," , "
131419,"\/wiki\/Alexander_Ferguson_(New_Earth)","Public Identity","Good Characters","Male Characters","Deceased Characters",4,"2006, August","dc comics","Blue Eyes , Blond Hair"
2436,"\/Mary_Stenson_(Earth-616)","Public Identity","Bad Characters","Female Characters","Living Characters",4,"Sep-62","marvelcomics"," , Brown Hair"
20714,"\/Jeremiah_Muldoon_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",9,"Mar-06","marvl","Black Eyes , Bald"
149795,"\/wiki\/Eleanor_Poole_(New_Earth)","","Good Characters","Female Characters","Living Characters",4,"1989, February","DC Comics"," , Brown Hair"
340075,"\/K%27Beer_Okoye_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",NA,"Nov-07","marvl"," , "
2466,"\/John_Proudstar_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",66,"May-75","marvl","Brown Eyes , Black Hair"
158813,"\/wiki\/Widower_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",4,"2009, November","DC"," , "
1990,"\/Robert_Frank_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",103,"Aug-41","marvel","Brown Eyes , Grey Hair"
280446,"\/Goth_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",2,"Sep-00","marvel","Black Eyes , Black Hair"
559799,"\/Brown_Toad_(Earth-616)","Public Identity","Bad Characters","Male Characters","Deceased Characters",1,"Nov-50","MV"," , Black Hair"
80035,"\/wiki\/Harriet_Pratt_(New_Earth)","","Bad Characters","Female Characters","Living Characters",1,"2008, April","DC comics"," , "
111901,"\/Luna_DePaula_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",8,"Jan-04","marvelcomics","Brown Eyes , Brown Hair"
48375,"\/Absynthe_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",6,"Mar-07","marvelcomics","Green Eyes , Black Hair"
121893,"\/Robert_Carr_(Earth-616)","Public Identity","","Male Characters","Living Characters",6,"Jul-08","Marvel Comics","Blue Eyes , Black Hair"
31421,"\/Mamie_Muggins_(Earth-616)","Public Identity","","Female Characters","Living Characters",48,"Dec-74","MV"," , Grey Hair"
508429,"\/Doctor_Throttle_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",1,"Jun-45","marvelcomics"," , Black Hair"
511835,"\/Lusa_Gregor_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",1,"","marvel","Blue Eyes , Blond Hair"
251170,"\/Morton_Erg_(Earth-616)","","Bad Characters","Male Characters","Deceased Characters",1,"Jan-86","Marvel"," , Black Hair"
282833,"\/wiki\/Xenofobe_(New_Earth)","","Good Characters","Male Characters","Living Characters",1,"1976, January","DC Comics"," , Green Hair"
239985,"\/wiki\/William_Miggs_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",3,"2011, August","DC Comics","Blue Eyes , "
4795,"\/wiki\/Amos_Fortune_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",32,"1961, September","DC Comics","Black Eyes , Black Hair"
15353,"\/Zarek_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",22,"Dec-67","MV","Blue Eyes , Bald"
180741,"\/wiki\/Sasha_Martens_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",8,"1997, October","DC Comics"," , Brown Hair"
153901,"\/wiki\/Howard_Baxter-Foote_(New_Earth)","","Neutral Characters","Male Characters","Living Characters",3,"1988, July","DC","Blue Eyes , Blond Hair"
15414,"\/Maya_Lopez_(Earth-616)","Secret Identity","Good Characters","Female Characters","Deceased Characters",66,"Dec-99","MV","Brown Eyes , Black Hair"
415525,"\/Brother_Honcho_(Earth-616)","","","Male Characters","Living Characters",1,"Apr-78","marvel"," , Black Hair"
182996,"\/Valentina_Allegra_de_Fontaine_(Heroes_Reborn)_(Earth-616)","","Good Characters","Female Characters","Living Characters",4,"Dec-96","Marvel"," , "
642325,"\/Dorian_(Punk_Kid)_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",7,"Dec-97","marvl"," , Brown Hair"
716763,"\/Saguri_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Deceased Characters",6,"Sep-02","marvel","Green Eyes , Red Hair"
731136,"\/Karia_(Earth-616)","No Dual Identity","Neutral Characters","","Living Characters",2,"Jan-93","marvelcomics"," , No Hair"
51109,"\/Seth_(Atlantean)_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",21,"Jan-68","marvl","Blue Eyes , Black Hair"
160988,"\/wiki\/Bridget_Clancy_(New_Earth)","","Good Characters","Female Characters","Living Characters",36,"1996, November","DC Comics"," , Black Hair"
35694,"\/Mysteria_Winters_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",4,"Jul-91","Marvel Comics"," , Blond Hair"
132323,"\/wiki\/Tyson_Gilford_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",10,"2000, March","dc comics"," , Black Hair"
15318,"\/Terminator_(Mentus%27s_Servant)_(Earth-616)","","Good Characters","Male Characters","Deceased Characters",NA,"Jan-81","marvelcomics"," , "
100815,"\/Hope_(Liberteens)_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",3,"Jan-08","marvelcomics"," , "
270763,"\/wiki\/Delroy_Amberson_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",10,"1997, February","DC comics","Black Eyes , Black Hair"
341694,"\/wiki\/Bane_of_Apokolips_(New_Earth)","","Bad Characters","Male Characters","Living Characters",1,"1978, June","DC Comics"," , "
16007,"\/Shevaun_Haldane_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",40,"Jul-92","marvel","Green Eyes , Auburn Hair"
256162,"\/Jacob_Oh_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",16,"Oct-06","marvelcomics","Brown Eyes , Black Hair"
120810,"\/Oonagh_Mullarkey_(Plasmer)_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",4,"Nov-93","marvl"," , Black Hair"
178609,"\/wiki\/Munk_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",36,"2008, January","DC","White Eyes , "
18521,"\/Egron_Allov_(Earth-616)","","","Male Characters","Living Characters",NA,"Feb-71","MV"," , "
419844,"\/Atlo_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",1,"Sep-79","Marvel Comics"," , Brown Hair"
81449,"\/wiki\/Todd_Oszechorski_(New_Earth)","","Bad Characters","Male Characters","Living Characters",4,"2001, December","dc comics","Brown Eyes , Blond Hair"
16704,"\/Vex_(Coven)_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",5,"Jul-93","Marvel Comics"," , Red Hair"
713176,"\/Queen_of_Nevers_(Earth-616)","No Dual Identity","Neutral Characters","Female Characters","Living Characters",3,"","Marvel Comics","White Eyes , Bald"
90599,"\/Pamela_Quinn_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",4,"Oct-79","marvel"," , Blond Hair"
546725,"\/Aaron_the_Aakon_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Living Characters",NA,"Aug-89","MV","Brown Eyes , Black Hair"
669208,"\/Clay_Quartermain_(Heroes_Reborn)_(Earth-616)","Public Identity","Good Characters","Male Characters","Deceased Characters",1,"Oct-97","marvl"," , "
347765,"\/Laurie_Tromette_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",57,"Sep-10","marvelcomics","Blue Eyes , Brown Hair"
1629,"\/Gary_Gilbert_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",26,"Jul-70","Marvel Comics","Brown Eyes , Brown Hair"
1721,"\/Goblyn_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",37,"Jul-87","Marvel","Yellow Eyes , Blue Hair"
296404,"\/Lyan_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",9,"Nov-66","marvl","Green Eyes , Brown Hair"
37378,"\/David_Jenkins_(Earth-616)","","","Male Characters","Living Characters",1,"May-05","marvel"," , "
254183,"\/wiki\/Alan_Hallman_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",4,"1990, December","DC"," , "
66501,"\/wiki\/Mario_Falcone_(New_Earth)","Public Identity","Neutral Characters","Male Characters","Deceased Characters",19,"1999, December","DC","Brown Eyes , Brown Hair"
329705,"\/Coal_(Earth-616)","","Bad Characters","","Living Characters",1,"Oct-89","Marvel"," , "
18495,"\/Akaje_(Earth-616)","","","Male Characters","Living Characters",1,"Jun-03","MV"," , "
10024,"\/wiki\/Benjamin_Hunter_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",21,"1967, April","DC","Blue Eyes , Brown Hair"
16502,"\/Dennis_Hogan_(Earth-616)","","","Male Characters","Deceased Characters",1,"Jul-95","MV","Yellow Eyes , Blond Hair"
84028,"\/Scythe_(Mercenary)_(Earth-616)","","Bad Characters","Male Characters","Living Characters",2,"Jul-74","MV"," , "
164797,"\/wiki\/Teledar_(New_Earth)","","Good Characters","Male Characters","Deceased Characters",6,"1989, April","dc comics"," , "
5348,"\/Pixie_(First_Line)_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",18,"Mar-00","MV","Blue Eyes , Red Hair"
146872,"\/wiki\/Amos_Monroe_(New_Earth)","","Good Characters","Male Characters","Living Characters",9,"1989, January","DC comics"," , White Hair"
34095,"\/Arioch_(Earth-616)","","Bad Characters","","Living Characters",1,"Apr-88","marvel"," , White Hair"
96472,"\/wiki\/Abraham_Lincoln_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",23,"1950, September","dc comics"," , Black Hair"
335126,"\/Bad_Timing_(Earth-616)","Secret Identity","Bad Characters","","Living Characters",2,"Dec-93","Marvel Comics","Red Eyes , Grey Hair"
303161,"\/wiki\/Tolifhar_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",13,"2008, January","DC Comics"," , White Hair"
16120,"\/Vandoom%27s_Monster_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",NA,"Mar-61","MV"," , "
295056,"\/Abraham_Wilson_(Heroes_Reborn)_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Deceased Characters",3,"Nov-96","Marvel"," , Grey Hair"
16594,"\/Ferrel_Thompson_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",5,"Aug-92","marvel"," , Black Hair"
589632,"\/Les_(Teen_Brigade)_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",1,"Nov-67","marvl"," , Auburn Hair"
1931,"\/wiki\/Humphry_Dumpler_(New_Earth)","Public Identity","Neutral Characters","Male Characters","Living Characters",14,"2003, August","dc comics"," , "
453727,"\/Raizo_Kodo_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",14,"Jun-11","MV","Red Eyes , Black Hair"
351861,"\/Charles_Ulysses_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",9,"Mar-10","marvelcomics"," , Brown Hair"
16384,"\/Dyke_(Earth-616)","","Good Characters","Female Characters","Living Characters",1,"Feb-90","marvl"," , "
505270,"\/Flash_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",NA,"Aug-11","Marvel Comics","Blue Eyes , Blond Hair"
37978,"\/wiki\/Ashok_Desai_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",4,"1987, October","DC comics","Black Eyes , Black Hair"
480135,"\/Beast_of_Cactus_Canyon_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",1,"Aug-42","marvel"," , Brown Hair"
18788,"\/Intuition_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",1,"Oct-88","Marvel","Black Eyes , No Hair"
127402,"\/wiki\/Angst_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"1991, October","DC","Red Eyes , Black Hair"
236680,"\/wiki\/Helen_Angelico_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",8,"2000, June","DC"," , Brown Hair"
213682,"\/wiki\/Maggie_Mxyzptlk_(New_Earth)","Secret Identity","Neutral Characters","Female Characters","Living Characters",2,"2011, February","DC Comics","Brown Eyes , Brown Hair"
642851,"\/Boone_(Earth-616)","Secret Identity","","Male Characters","Living Characters",16,"Oct-94","marvelcomics"," , Brown Hair"
13237,"\/Executioner_(Hela%27s_Demon)_(Earth-616)","","Bad Characters","","Living Characters",NA,"","marvel"," , "
16550,"\/Krueger_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",5,"Jul-00","marvel"," , White Hair"
734956,"\/Jay_DeMore_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",1,"Mar-80","Marvel"," , "
19537,"\/White_Dragon_(Chinatown)_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",13,"Sep-78","marvl","Brown Eyes , "
16387,"\/Dervish_(The_Arena)_(Earth-616)","Secret Identity","","Male Characters","Living Characters",1,"Feb-04","Marvel","White Eyes , White Hair"
283928,"\/wiki\/Quex-Ul_(New_Earth)","Public Identity","Bad Characters","Male Characters","Deceased Characters",3,"2010, May","dc comics"," , White Hair"
350319,"\/Mick_Bird_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"Jul-63","Marvel Comics"," , "
2765,"\/wiki\/Garrett_Sanford_(New_Earth)","Secret Identity","Good Characters","Male Characters","Deceased Characters",16,"1974, December","DC comics","Black Eyes , "
4910,"\/wiki\/Michael_Christian_Amar_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",27,"2001, August","DC","Brown Eyes , Grey Hair"
23589,"\/wiki\/Gypper_Zilich_(New_Earth)","","","Male Characters","Living Characters",1,"1941, July","DC"," , Black Hair"
121261,"\/Hazel_Frost_(Earth-616)","Public Identity","Neutral Characters","Female Characters","Living Characters",11,"Jun-03","Marvel Comics","Blue Eyes , Blond Hair"
194108,"\/wiki\/Timebomb_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"1991, January","DC"," , "
692048,"\/Sara_Harrington_(Earth-616)","Public Identity","","Female Characters","Living Characters",1,"Aug-93","MV","Blue Eyes , Red Hair"
15978,"\/Yvette_Diamonde_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",2,"Jan-98","marvel"," , Black Hair"
601570,"\/Zorka_(Earth-616)","No Dual Identity","","Male Characters","Deceased Characters",6,"Jul-93","marvl","Black Eyes , Black Hair"
489944,"\/Shapur_II_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Deceased Characters",1,"Feb-11","MV"," , "
34113,"\/Kathulos_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",3,"May-73","marvl"," , No Hair"
12368,"\/wiki\/Rath_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",23,"1962, March","DC"," , "
237927,"\/Allan_Lewis_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",4,"Feb-40","marvel","Blue Eyes , Blond Hair"
553396,"\/Robert_Bronson_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",2,"Jul-61","marvl"," , Red Hair"
1561,"\/Yukio_(Earth-616)","No Dual Identity","Neutral Characters","Female Characters","Living Characters",68,"Sep-82","Marvel","Brown Eyes , Black Hair"
57193,"\/Malcolm_Colcord_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",33,"Mar-01","marvelcomics","Blue Eyes , Black Hair"
18504,"\/Richie_Alegria_(Earth-616)","","","Male Characters","Living Characters",4,"Nov-97","marvelcomics"," , "
4328,"\/Tony_Masterson_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",5,"Aug-87","marvelcomics"," , Green Hair"
180904,"\/wiki\/Redblade_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",3,"1998, September","dc comics"," , "
85594,"\/Cindy_Knutz_(Earth-616)","No Dual Identity","Good Characters","Female Characters","Living Characters",4,"Aug-95","marvl","Blue Eyes , Auburn Hair"
443826,"\/Jason_Powell_(Earth-616)","","Neutral Characters","Male Characters","Living Characters",47,"Mar-91","marvl"," , "
127878,"\/wiki\/J.J._Crook_(New_Earth)","","Bad Characters","Male Characters","Living Characters",NA,"1994, February","DC","Blue Eyes , White Hair"
21601,"\/Red_Celestial_(Earth-616)","","Neutral Characters","","Living Characters",5,"May-90","marvel"," , "
15951,"\/Thermatron_(Earth-616)","Secret Identity","Bad Characters","","Living Characters",1,"Jun-78","marvl"," , No Hair"
446820,"\/Sinifer_(Earth-616)","","Neutral Characters","","Deceased Characters",1,"Oct-90","marvel"," , No Hair"
495137,"\/Microtron_II_(Earth-616)","","","","Living Characters",17,"May-84","marvelcomics"," , "
468055,"\/Jasper_Whifflegrass_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"Jan-42","marvel"," , Black Hair"
18328,"\/Dakor_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",7,"Mar-40","marvel","Brown Eyes , Brown Hair"
1619,"\/Farouk_Al-Fasaud_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",5,"Nov-87","marvl","Black Eyes , Black Hair"
27333,"\/Alison_Mongrain_(Earth-616)","","","Female Characters","Living Characters",16,"Nov-96","Marvel Comics","Blue Eyes , Red Hair"
478087,"\/Devlin_DeAngelo_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",5,"Oct-98","marvl","Brown Eyes , Black Hair"
11746,"\/wiki\/Nathan_Howe_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",14,"2005, July","DC","Blue Eyes , Brown Hair"
32177,"\/wiki\/Ronal_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",4,"1987, December","DC Comics"," , Blond Hair"
121093,"\/wiki\/Chun_Yull_(New_Earth)","","Bad Characters","Male Characters","Living Characters",20,"1961, January","DC"," , "
241261,"\/H%27rpra_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Deceased Characters",NA,"Feb-93","marvel","Green Eyes , No Hair"
15630,"\/Mustard_(Warpies)_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Living Characters",2,"Feb-93","Marvel Comics"," , No Hair"
